,Fecha,Medio,Título,Resumen,Alcance
1083,2025-05-20,Reporteros en la Red TAMPS (sitio),La UAT suma 12 medallas en campeonatos nacionales de ANUIES durante el 2025,2025-05-20 00:00:00,4000
1084,2025-05-20,Ultimas Noticias TAMPS (sitio),La UAT suma 12 medallas en campeonatos nacionales de ANUIES 2025,"Con el firme respaldo del rector Dámaso Anaya Alvarado, la Universidad Autónoma de Tamaulipas (UAT) ha superado las medallas obtenidas en la Universiada Nacional 2024, al sumar hasta el momento 12 preseas (3 de oro, 3 de plata y 6 de bronce) en los Campeonatos Nacionales ANUIES 2025.",15000
1085,2025-05-20,Canal 120 Milenio,"Ximena Guzmán Cuevas y José Muñoz Velázquez fueron asesinados en Calz. de Tlalpan, CDMX.","Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, y José Muñoz Velázquez, asesor en temas de seguridad y desarrollo social, fueron asesinados este martes en Calzada de Tlalpan, cerca del Metro Xol, en la alcaldía Benito Juárez. 
 
 Guzmán Cuevas, socióloga de la UAM Xochimilco y maestra en Sociología por la Escuela de Altos Estudios en Ciencias Sociales en París, Francia, tenía 42 años y una extensa trayectoria en el servicio público, ocupando cargos como subdirectora de Giras y Reuniones de Trabajo en la Secretaría de Gobierno y subdirectora de Seguimiento del Jefe de Gobierno durante la administración de Miguel Ángel Mancera. 
 
 Por su parte, Muñoz Velázquez, politólogo de 40 años, fue colaborador de Brugada en Iztapalapa, donde se desempeñó como coordinador de seguridad y asesor. 
 
 Ambos eran figuras destacadas en el ámbito público, y sus asesinatos han generado indignación y demandas de justicia por parte de las autoridades.",2460000
1086,2025-05-20,Líder Web TAM (Sitio),La UAT suma 12 medallas en campeonatos nacionales de ANUIES 2025,"Ciudad Victoria, Tam.- Con el firme respaldo del rector Dámaso Anaya Alvarado, la Universidad Autónoma de Tamaulipas (UAT) ha superado las medallas obtenidas en la Universiada Nacional 2024, al sumar hasta el momento 12 preseas (3 de oro, 3 de plata y 6 de bronce) en los Campeonatos Nacionales ANUIES 2025.",105000
1087,2025-05-20,Canal 8.1 Heraldo TV,"El asesinato de jóvenes cercanos a la jefa de Gobierno de la CDMX es un golpe al gobierno, dice exfuncionario.","El exfuncionario expresó su preocupación por la reciente ola de violencia en la Ciudad de México, destacando el asesinato de dos jóvenes cercanos a la jefa de Gobierno. 
 
 Subrayó la necesidad de una investigación rápida y efectiva, señalando que este incidente representa un desafío para el gobierno local y federal. 
 
 El exfuncionario enfatizó la importancia de respetar a las víctimas y evitar especulaciones prematuras, instando a las autoridades a abordar el caso con seriedad y sensibilidad. 
 
 Además, reflexionó sobre el mensaje detrás de estos actos violentos y su impacto en la sociedad mexicana.",624000
1088,2025-05-20,La Razón On line (Sitio),Pase UAM 2025: este promedio pide para el ingreso sin examen de admisión,"La Universidad Autónoma Metropolitana (UAM) ha publicado oficialmente la convocatoria para el Pase UAM 2025, un proceso dirigido exclusivamente a egresados del Colegio de Bachilleres que deseen continuar su formación académica en alguna de las unidades de esta institución. Esta iniciativa busca reconocer el mérito académico de los estudiantes con mejores promedios y facilitar su ingreso a nivel licenciatura.",56666
1089,2025-05-20,Amexi CDMX (Sitio),¿Cómo esperó a sus víctimas el asesino de Ximena Guzmán y José Muñoz?,"De acuerdo con versiones que trascendieron en redes sociales, el asesino de Ximena Guzmán y José Muñoz esperó aproximadamente 20 minutos sentado junto a un poste en la acera de Calzada de Tlalpan en lo que llegaban sus víctimas.",51107
1090,2025-05-20,Canal 8.1 Heraldo TV,El entorno más cercano a Clara Brugada se cimbró con el doble asesinato de su secretaria particular y un asesor.,"En la mañana de hoy, aproximadamente a las 7:20 a.m., dos colaboradores cercanos a Clara Brugada, jefa de gobierno de la Ciudad de México, fueron asesinados en un ataque a mano armada. 
 
 Las víctimas, Ximena Guzmán, secretaria particular de Brugada, y José Muñoz, asesor cercano a la mandataria, fueron abatidos mientras se encontraban en un vehículo estacionado sobre la calzada de Tlalpan, en la colonia Moderna, alcaldía Miguel Benito Juárez. 
 
 Un individuo con casco y chamarra blanca, que había permanecido en la zona durante al menos 20 minutos, se acercó al automóvil y disparó en al menos 12 ocasiones antes de huir. 
 
 La presidenta Claudia Sheinbaum pidió no especular sobre el doble asesinato y destacó que las víctimas no contaban con seguridad. La fiscalía capitalina ha abierto una carpeta de investigación y ya indaga el caso. 
 
 Se han encontrado huellas dactilares y se han asegurado una motocicleta y una camioneta, posiblemente vinculadas al ataque. 
 
 Las víctimas, Ximena Guzmán y José Muñoz, tenían trayectorias destacadas en el servicio público y la academia. Guzmán era socióloga y atleta, mientras que Muñoz era politólogo y analista legislativo.",624000
1091,2025-05-20,ContraRéplica CDMX (Sitio),CDMX registra muy mala calidad del aire este 20 de mayo en plena ola de calor,"Este martes 20 de mayo, la Ciudad de México enfrenta niveles alarmantes de contaminación atmosférica, con registros de muy mala calidad del aire en varias zonas, justo en medio de una intensa ola de calor que ha elevado las temperaturas a más de 30 grados Celsius.De acuerdo con el reporte de las 14:00 horas del Sistema de Monitoreo Atmosférico, las alcaldías Álvaro Obregón y Benito Juárez mostraron niveles críticos de contaminación, específicamente en las estaciones de monitoreo ubicadas en Pedregal y Benito Juárez, que aparecieron en rojo en el mapa de calidad del aire.A la par, otras zonas tanto de la capital como del Estado de México registraron mala calidad del aire, entre ellas Villa de las Flores, Tlalnepantla, FES Acatlán, San Agustín, Nezahualcóyotl, Miguel Hidalgo, Gustavo A. Madero, Tláhuac, Ajusco, UAM Iztapalapa, Camarones y el Centro de Ciencias de la Atmósfera.Este episodio ocurre mientras persisten cambios climáticos abruptos en la región, con temperaturas diurnas que alcanzan los 32 °C y mínimas de 20 °C durante la noche, además de lluvias y granizadas en distintos puntos de la ciudad.Ante el deterioro en la calidad del aire, las autoridades emitieron recomendaciones especiales para grupos sensibles, instándolos a no realizar actividades al aire libre y a consultar al médico si presentan síntomas respiratorios o del corazón. Al resto de la población se le pidió evitar esfuerzos físicos moderados y vigorosos en exteriores.Hasta el momento, la Comisión Ambiental de la Megalópolis (CAMe) no ha decretado una nueva Contingencia Ambiental, ya que las condiciones atmosféricas no han alcanzado los niveles establecidos. Tampoco se ha activado el Doble Hoy No Circula.En lo que va de 2025, se han registrado seis contingencias ambientales, siendo la más reciente el 25 de abril, cuando fue suspendida cuatro horas después de su activación.",302600
1092,2025-05-20,Canal 6 Multimedios,Ximena Guzmán Cuevas y José Muñoz Vela fueron asesinados en la Ciudad de México.,"Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de Gobierno de la Ciudad de México, y José Muñoz Vela, político y asesor, fueron asesinados en Calzada de Tlalpan, cerca del metro Xola, en la alcaldía Benito Juárez. 
 
 Guzmán, socióloga de la UAM Xochimilco y maestra en Sociología por la Escuela de Altos Estudios en Ciencias Sociales en París, tenía 42 años. 
 
 Su trayectoria en el servicio público incluye roles en la Secretaría de Gobierno y la alcaldía Iztapalapa. 
 
 Muñoz, de 40 años, fue colaborador de Brugada en Iztapalapa y asesor en la Cámara de Diputados. 
 
 Ambos eran figuras clave en la administración capitalina. 
 
 Las autoridades investigan el crimen para evitar la impunidad.",442055
1093,2025-05-20,Periodismo y Ambiente CDMX (sitio),La UAM transforma el conocimiento en soluciones reales,"La Universidad Autónoma Metropolitana (UAM) asume con decisión el reto de fomentar el emprendimiento científico y social como una vía para transformar el conocimiento en soluciones reales, afirmó la doctora Norma Rondero López, secretaria general de esta casa de estudios.",17500
1094,2025-05-20,La Crónica de Hoy (sitio),UAM Xochimilco organiza jornada interna de recolección de residuos peligrosos,La institución convoca en esta tarea a todos los responsables de laboratorios y áreas generadoras de este tipo de material para su entrega y etiquetado,312000
1095,2025-05-20,La Crónica de Hoy (sitio),"Estoy muy triste, seguiré en el combate contra la inseguridad: Brugada","Detalló que desde que sucedieron los hechos, personal de la Secretaría de Seguridad Ciudadana y de la Fiscalía General de Justicia iniciaron las investigaciones",312000
1096,2025-05-20,Posta CDMX (Sitio),¿Quién era la secretaria particular de Clara Brugada asesinada en CDMX?,"La mañana de este 20 de mayo se dio a conocer el asesinato de Ximena Guzmán Cuevas, secretaria particular de la Jefa de Gobierno, Clara Brugada, esto en una agresión directa.",216600
1097,2025-05-20,Posta CDMX (Sitio),Así fue el momento exacto del homicidio de la secretaria y asesor de Clara Brugada | VIDEO,"La mañana de este martes 20 de mayo, Ximena Guzmán, secretaria particular de la Jefa de Gobierno, Clara Brugada, y José Muñoz, asesor de su equipo, fueron asesinados en un ataque directo.",216600
1098,2025-05-20,Ruta 135 OAX (Sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas y José Muñoz Vega trabajaron de la mano de Clara Brugada cuando todavía era alcaldesa de Iztapalapa, y ya como jefa de gobierno se desempeñaron como secretaria particular y asesor de seguridad metropolitana, respectivamente, hasta que la mañana de este 20 de mayo fueron asesinados en un ataque directo sobre la Calzada de Tlalpan.",4000
1099,2025-05-20,Canal 21 Capital 21,Asesinan a dos colaboradores de la jefa de Gobierno de la Ciudad de México.,"En un ataque directo ocurrido esta mañana en la Calzada de Tlalpan, colonia La Moderna, alcaldía Benito Juárez, fueron asesinados dos colaboradores cercanos a la jefa de Gobierno de la Ciudad de México, Clara Brugada Molina. 
 
 Las víctimas, Ximena Guzmán Cuevas, secretaria particular de Brugada, y su asesor José Muñoz Vega, fueron atacados mientras se dirigían a su trabajo. 
 
 Ximena, al volante de un vehículo Audi, detuvo brevemente el auto para recoger a José Muñoz cerca del Metro Xola, momento en el cual dos individuos en motocicleta abrieron fuego. 
 
 José fue impactado antes de poder abordar el vehículo, mientras Ximena, herida, intentó avanzar pero se estrelló a pocos metros. Ambos fallecieron antes de recibir asistencia médica. 
 
 Las autoridades, incluyendo la Secretaría de Seguridad Ciudadana y la Fiscalía General de Justicia de la Ciudad de México, han iniciado investigaciones. 
 
 Se han encontrado una camioneta y una motocicleta, presuntamente utilizadas en el ataque, que están siendo sometidas a análisis forense. 
 
 Clara Brugada ha reafirmado su compromiso de combatir la inseguridad en la ciudad. 
 
 El ataque ha generado reacciones de consternación entre funcionarios, legisladores y organizaciones civiles, quienes han expresado sus condolencias y exigido justicia. 
 
 La presidenta Claudia Sheinbaum, quien recibió la noticia durante una conferencia, ha ordenado el apoyo del Centro Nacional de Inteligencia y otras instituciones para esclarecer los hechos. 
 
 El partido Morena y la UAM Xochimilco también han lamentado el suceso, enviando condolencias a las familias de las víctimas.",25000
1100,2025-05-20,Canal 121 Telefórmula,Asesinan a secretaria particular de Clara Brugada y a su asesor en la Ciudad de México.,"En un trágico suceso ocurrido esta mañana, Ximena Guzmán y José Muñoz fueron asesinados, generando diversas reacciones. 
 
 Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, era licenciada en sociología por la UAM Xochimilco y contaba con una maestría en Sociología en París. 
 
 José Muñoz Vega, asesor de Brugada, tenía formación en Ciencia Política y Administración Pública. Ambos eran figuras cercanas a Brugada, lo que agrava la conmoción por el crimen. 
 
 El asesinato, perpetrado en una zona transitada a las 8:00 a.m., ha suscitado inquietud y especulaciones sobre la seguridad en la ciudad. 
 
 Las autoridades continúan investigando, mientras las alcaldías de la Ciudad de México expresan su solidaridad y compromiso para que el hecho no quede impune.",4070000
1101,2025-05-20,1500 Radio Fórmula,Asesinan a secretaria particular de Clara Brugada y a su asesor en la Ciudad de México.,"En un trágico suceso ocurrido esta mañana, Ximena Guzmán y José Muñoz fueron asesinados, generando diversas reacciones. 
 
 Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, era licenciada en sociología por la UAM Xochimilco y contaba con una maestría en Sociología en París. 
 
 José Muñoz Vega, asesor de Brugada, tenía formación en Ciencia Política y Administración Pública. Ambos eran figuras cercanas a Brugada, lo que agrava la conmoción por el crimen. 
 
 El asesinato, perpetrado en una zona transitada a las 8:00 a.m., ha suscitado inquietud y especulaciones sobre la seguridad en la ciudad. 
 
 Las autoridades continúan investigando, mientras las alcaldías de la Ciudad de México expresan su solidaridad y compromiso para que el hecho no quede impune.",270000
1102,2025-05-20,104.1 Radio Fórmula,Asesinan a secretaria particular de Clara Brugada y a su asesor en la Ciudad de México.,"En un trágico suceso ocurrido esta mañana, Ximena Guzmán y José Muñoz fueron asesinados, generando diversas reacciones. 
 
 Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, era licenciada en sociología por la UAM Xochimilco y contaba con una maestría en Sociología en París. 
 
 José Muñoz Vega, asesor de Brugada, tenía formación en Ciencia Política y Administración Pública. Ambos eran figuras cercanas a Brugada, lo que agrava la conmoción por el crimen. 
 
 El asesinato, perpetrado en una zona transitada a las 8:00 a.m., ha suscitado inquietud y especulaciones sobre la seguridad en la ciudad. 
 
 Las autoridades continúan investigando, mientras las alcaldías de la Ciudad de México expresan su solidaridad y compromiso para que el hecho no quede impune.",1750000
1103,2025-05-20,98.5 El Heraldo Radio,"Javier Solórzano, conductor, comentó sobre el asesinato de dos colaboradores cercanos de Clara Brugada, jefa de Gobierno","Javier Solórzano, conductor, opina sobre el asesinato de Ximena Guzmán y José Muñoz, cercanos a la jefa de gobierno de la Ciudad de México, Clara Brugada. Destaca que ambos eran personas activas en el gobierno y que su muerte podría estar relacionada con un mensaje violento hacia la administración actual. 
 
 Solórzano subraya la importancia de una investigación rápida y exhaustiva para esclarecer quiénes fueron los autores materiales e intelectuales del crimen, sugiriendo que la violencia en el país está en aumento y que este caso refleja una crisis más amplia. Además, critica la percepción de que la violencia ha disminuido, señalando que los recientes eventos violentos contradicen esta idea.",1400000
1104,2025-05-20,Quadratín QRO (Sitio),"Ellos eran Ximena y José, colaboradores de Brugada asesinados","CIUDAD DE MÉXICO, 20 de mayo de 2025.- La mañana de este martes, se reportó el asesinato de José Muñoz Vega, asesor cercano de la Jefa de Gobierno de la Ciudad de México, Clara Brugada. Muñoz Vega era licenciado en Ciencia Política y Administración Pública, con más de 35 años de experiencia en instituciones gubernamentales. José Muñoz fue asesor en la Comisión de Ecología y Medio Ambiente de la Cámara de Diputados, en el periodo de 1991 y 1994.",30000
1105,2025-05-20,Sin Embargo (sitio),Asesinatos cimbran a CdMx Ximena tenía años con Clara Brugada. José era un asesor y del círculo cercano,"Ciudad de México, 20 de mayo (SinEmbargo). Un doble homicidio, un ataque directo en una de las avenidas más transitadas de la Ciudad de México, justo frente al Metro, durante la hora pico y en una zona de alta concurrencia, sacudió los cimientos del círculo político capitalino.",4600000
1106,2025-05-20,Plumas Libres (Sitio),Mujer asesinada en CDMX también fue cercana colaboradora de Sheinbaum,"Ximena Josefina Guzmán Cuevas fue una socióloga mexicana con una sólida trayectoria en el servicio público de la CDMX. Formada en la UAM y en París, dedicó su carrera a temas sociales, desarrollo comunitario y gestión pública.Trabajó en la Jefatura de Gobierno con Claudia Sheinbaum cuando esta fue jefa de gobierno, y en la Secretaría de Gobierno capitalina, destacando por su labor en logística, coordinación de eventos y atención ciudadana.",519700
1107,2025-05-20,Valle del Norte TAMPS (sitio),La UAT suma 12 medallas en campeonatos nacionales de ANUIES 2025,"Con el firme respaldo del rector Dámaso Anaya Alvarado, la Universidad Autónoma de Tamaulipas (UAT) ha superado las medallas obtenidas en la Universiada Nacional 2024, al sumar hasta el momento 12 preseas (3 de oro, 3 de plata y 6 de bronce) en los Campeonatos Nacionales ANUIES 2025. Reafirmando su compromiso con la excelencia y el desarrollo integral, la UAT ha destacado en los campeonatos, organizados por la Comisión del Deporte Universitario de ANUIES, celebrados en distintas sedes del país y que concluirán el 27 de mayo en su primera etapa. El equipo Correcaminos de la UAT inició su participación en la disciplina de Tiro con Arco, en Saltillo, Coahuila, donde Jorge Arturo Gómez Basilio, de la FCAT, y Jhafet Barrios Hernández, de la FADU, lograron medalla por equipos en arco compuesto, bajo el mando del entrenador Jorge Armando Payán Muñoz de Alba. En Judo, la UAT sumó 4 medallas en la sede de la UNAM, bajo la dirección de la sensei Cecilia Martínez Aguilera. Destacó José Alfredo Quintá López, alumno de la UAM Reynosa Rodhe, con oro en -66kg, mientras que Eduardo Sagastegui Becerra, de la UAM Valle Hermoso, y Miguel Fuentes Montealvo de Enfermería Victoria, obtuvieron oro en Nage No Kata, además de plata y bronce, respectivamente, en combate. La representación de Taekwondo, dirigida por el profesor Romualdo Salazar Ruiz, logró 4 preseas en Guadalajara. Roberto Garza Sánchez, de Ingeniería Victoria, obtuvo oro en 80kg; Patricia Estrada Tirado, de Ciencias de la Educación, y Leonardo Sánchez Aguilar de Comercio Victoria, ganaron plata, mientras que Natalia Sarmiento Rodríguez, de la Unidad Académica de Trabajo Social, repitió el bronce de la edición anterior. En Karate, el equipo de la UAT comandado por el sensei Refugio García Ayala consiguió 3 bronces en Monterrey, con Rodrigo Castillo Ramos, de Ingeniería Tampico, en kata, Laura Zamora España y Óscar García Balboa, ambos de Comercio Nuevo Laredo, en combate. En otras disciplinas, la UAT alcanzó los cuartos de final en Futbol Asociación varonil, mientras que en Atletismo no se registraron medallas. No obstante, la delegación universitaria aún tiene actividad pendiente en Béisbol varonil y Luchas Asociadas, cuyos encuentros se disputarán del 21 al 27 de mayo en la ciudad de Guadalajara.",31
1108,2025-05-20,Canal 6 Multimedios,"Ximena Guzmán Cuevas y José Muñoz Velázquez, dos funcionarios públicos asesinados en la Ciudad de México.","Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, y José Muñoz Velázquez, politólogo y asesor en temas de seguridad y desarrollo social, fueron asesinados en Calzada de Tlalpan, alcaldía Benito Juárez, Ciudad de México. 
 
 Guzmán Cuevas, socióloga de la UAM Xochimilco y maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales en París, tenía 42 años y una amplia trayectoria en el servicio público, ocupando diversos cargos en el gobierno capitalino. 
 
 Muñoz Velázquez, de 40 años, fue colaborador de Brugada en Iztapalapa, donde se desempeñó como coordinador de seguridad y asesores. 
 
 Ambos compartían en redes sociales sus intereses por la cultura, el deporte y la vida cotidiana. 
 
 Las autoridades investigan el crimen para evitar la impunidad y buscar justicia.",442055
1109,2025-05-20,Zona Franca GTO (Sitio),Fiscalía indaga homicidio de colaboradores de Brugada; hallan vehículos involucrados,"Ciudad de México, (SinEmbargo). La Fiscalía General de Justicia de la Ciudad de México (FGJ-CdMx) inició este martes una investigación para dar con los responsables del homicidio de Ximena Guzmán y José Muñoz, la secretaria particular y el asesor de la Jefa de Gobierno Clara Brugada Molina, registrado esta mañana sobre avenida Tlalpan y que ha conmocionado a la clase política local y Federal, así como al movimiento de la Cuarta Transfomación (4T).",422700
1110,2025-05-20,Publimetro (sitio),"Gobierno de Clara Brugada recibe ""claro mensaje"" tras los asesinatos de su asesor y secretaria","Ximena Guzmán y José Muñoz, 'brazos izquierdos' de Clara Brugada fueron asesinados en Calzada de Tlalpan en un intento de ""desestabilizar"" el Gobierno CDMX",454059
1111,2025-05-20,México en la red CDMX (sitio),"Ellos eran los colaboradores de Clara Brugada, asesinados la mañana de este martes",XIMENA JOSEFINA GUZMÁN CUEVAS,4000
1112,2025-05-20,Cimac Noticias (Sitio),Clima violento generalizado en el país y hoy ejecutan a equipo de Brugada en CDMX,"Ciudad de México.- Esta mañana se dio a conocer que parte del equipo cercano a la jefa de gobierno de la Ciudad de México, Clara Brugada, habían sido ejecutados en plena vía pública, ellos son, Ximena Guzmán, su secretaría particular y su asesor José Muñoz, ambos asesinados mientras viajaban en un auto sobre la calzada de Tlalpan y la calle Nápoles, en la colonia Moderna, de la Alcaldía Benito Juárez, hechos que acontecen en un clima generalizado de violencia en el país.",108600
1113,2025-05-20,El Gráfico TAMPS (sitio),La UAT suma 12 medallas en campeonatos nacionales de ANUIES 2025,"Con el firme respaldo del rector Dámaso Anaya Alvarado, la Universidad Autónoma de Tamaulipas (UAT) ha superado las medallas obtenidas en la Universiada Nacional 2024, al sumar hasta el momento 12 preseas (3 de oro, 3 de plata y 6 de bronce) en los Campeonatos Nacionales ANUIES 2025.",1525
1114,2025-05-20,Generación Universitaria CDMX (sitio),Inicia registro del Pase UAM para alumnos del Bachilleres; podrán elegir 3 opciones de licenciaturas,"El Pase UAM, la convocatoria dirigida a estudiantes del Colegio de Bachilleres que buscan ingresar a la casa abierta al tiempo sin hacer examen, ya comenzó su primera etapa: el registro.",196200
1115,2025-05-20,Sin Embargo (sitio),FJG investiga asesinato Fiscalía indaga homicidio de colaboradores de Brugada; hallan vehículos involucrados,"La Fiscalía General de Justicia de la Ciudad de México (FGJ-CdMx) inició este martes una investigación para dar con los responsables del homicidio de Ximena Guzmán y José Muñoz, la secretaria particular y el asesor de la Jefa de Gobierno Clara Brugada Molina, registrado esta mañana sobre avenida Tlalpan y que ha conmocionado a la clase política local y Federal, así como al movimiento de la Cuarta Transfomación (4T).",4600000
1116,2025-05-20,La Voz Libre ESP (Sitio),El Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz supera los 600 ensayos clínicos anuales en activo en el último lustro,"Entre 2020 y 2024, el IIS-FJD ha mantenido activos 500-650 ensayos clínicos anuales, lo que demuestra el papel clave de este tipo de investigaciones en las seis áreas y los 27 grupos de trabajo, multidisciplinares y coordinados, en los que estructura su labor",21347
1117,2025-05-20,Diario de Chiapas CHIS (sitio),Clara Brugada exige justicia tras el asesinato de dos colaboradores,"M de R/Diario de ChiapasLa jefa de Gobierno de la Ciudad de México, Clara Brugada Molina, lamentó públicamente el asesinato de Ximena Guzmán y José Muñoz, dos de sus colaboradores más cercanos, ocurrido la mañana del martes 20 de mayo en la Calzada de Tlalpan. A través de un mensaje difundido en su cuenta verificada de X (antes Twitter), la mandataria capitalina expresó su dolor por la pérdida y aseguró que no cesará hasta que se haga justicia.",121800
1118,2025-05-20,La Razón ES (Sitio),Los rectores tienden la mano a Ayuso: «La confrontación nos debilita»,"La universidad vive un momento crucial. Está en juego su financiación y su futuro en un momento en el que no solo hay que aterrizar la ley de universidades estatal (LOSU) en materia económica (que aún está por ver cómo se hace), sino porque se está negociando la ley de universidades madrileña (LESUC) y la financiación es uno de los asuntos más espinosos.",4000
1119,2025-05-20,Infobae América (Sitio),"Quién fue Ximena Guzmán Cuevas, secretaria particular de Clara Brugada asesinada en CDMX","Durante la mañana de este martes, 20 de mayo, la jefa de Gobierno, Clara Brugada, anunció desde su cuentea de Twitter que la Secretaria Particular de la Jefatura de Gobierno de la CDMX, Ximena Guzmán Cuevas, perdió la vida durante una presunta agresión directa en calles del sur de la capital.",1120000
1120,2025-05-20,Infobae América (Sitio),"Clara Brugada dedica emotivo mensaje a sus colaboradores asesinados en Calzada de Tlalpan: ""Nos duele el alma""","Clara Brugada Molina, jefa de gobierno de la Ciudad de México (CDMX), dedicó un mensaje a Ximena Guzmán y José Muñoz, colaboradores suyos que fueron asesinados la mañana de este martes 20 de mayo de 2025 en la Calzada de Tlalpan. Además de sus condolencias y el recuerdo de cada uno de ellos, externó que no descansará ""hasta que se haga justicia"".",1120000
1121,2025-05-20,Infobae América (Sitio),Este es el oasis natural en CDMX para pasear en lancha y al que puedes llegar en Metro,"En las inmediaciones de los emblemáticos canales de Xochimilco en Ciudad de México (CDMX), se erige el Parque Ecológico Xochimilco, un oasis natural que abrió sus puertas al público en 1993.",1120000
1122,2025-05-20,Publimetro (sitio),"Campañas de elección judicial entran a la recta final, pero politizadas y lejos de la justicia","Analista critica que los candidatos a la elección judicial hagan promesas políticas, ya que únicamente deben conocer la ley y aplicarla con imparcialidad",454059
1123,2025-05-20,Canal 40 Adn,"¿Quién es Ximena Guzmán Cuevas, secretaria particular de Clara Brugada?","Ximena Guzmán Cuevas, actual secretaria particular de Clara Brugada Molina, jefa de gobierno de la Ciudad de México, es licenciada en sociología por la UAM (2016) y posee una maestría en Francia (2010). 
 
 Ha ocupado diversos cargos en la administración pública de la Ciudad de México, incluyendo coordinadora de desarrollo educativo en Iztapalapa y subdirectora de giras y reuniones de trabajo con José Muñoz Vega, asesor político del Gabinete. 
 
 Clara Brugada, por su parte, es licenciada en Ciencia Política y Administración Pública, con 30 años de experiencia en el servicio público, enfocándose en desarrollo social, legislativo y gestión metropolitana. 
 
 Ha sido asesora en la Mesa Directiva de la Cámara de Diputados y en la Asamblea Constituyente de la Ciudad de México.",3780000
1124,2025-05-20,El Porvenir NL (sitio),Inician investigación por asesinato de funcionarios de CDMX,"CIUDAD DE MÉXICO, mayo 20 (EL UNIVERSAL).- La Fiscalía General de Justicia de la Ciudad de México (FGJCDMX",90800
1125,2025-05-20,107.9 Horizonte,"Teaser, SPR Informa","- """"Ataque a colaboradores de Clara Brugada en CDMX"""": Un ataque en la colonia Moderna de la alcaldía Benito Juárez resultó en la muerte de dos colaboradores cercanos de la jefa de gobierno de la Ciudad de México, Clara Brugada: Ximena Guzmán, secretaria particular, y José Muñoz, asesor. Las autoridades de la Ciudad de México y el gobierno federal, liderados por la presidenta Claudia Sheinbaum, han iniciado investigaciones para esclarecer el caso y garantizar que no haya impunidad.
 
 - """"Accidente del Buque Escuela Cuauhtémoc"""": El Buque Escuela Cuauhtémoc colisionó con el puente de Brooklyn el 17 de mayo, resultando en la muerte de dos cadetes, América Yamilet Sánchez y Adal Yair Marcos. La presidenta Claudia Sheinbaum rindió homenaje a los cadetes y se investiga la actuación del piloto de puerto de Nueva York, responsable del buque en el momento del accidente.
 
 - """"Relaciones diplomáticas México-EE.UU."""": La presidenta Claudia Sheinbaum entregó cartas credenciales al embajador de EE.UU. en México, Ronald Johnson, fortaleciendo la relación bilateral. Discutieron temas de seguridad, comercio y migración. También se abordó la propuesta de impuesto a las remesas, con el embajador mostrando disposición para facilitar el diálogo entre los gobiernos.
 
 - """"Invitación al Papa León XIV"""": La secretaria de Gobernación, Rosa Icela Rodríguez, entregó una invitación de la presidenta Claudia Sheinbaum al Papa León XIV para visitar México, con el objetivo de fortalecer lazos con el Vaticano.
 
 - """"Avances en seguridad nacional"""": El secretario de Seguridad, Omar García Harfuch, presentó avances de la Estrategia Nacional de Seguridad, destacando la detención de 21,411 personas por delitos de alto impacto y el aseguramiento de armas y drogas. Se resaltaron operativos en Michoacán, Guerrero, Guanajuato y Jalisco, logrando detenciones clave contra cárteles del narcotráfico.",626458
1126,2025-05-20,Página 12 ARG (Sitio),Asesinan a dos funcionarios de la jefa de gobierno de Ciudad de México,"La secretaria particular y un asesor de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fueron asesinados a balazos este martes en la capital mexicana, informó la presidenta, Claudia Sheinbaum, quien afirmó que apoyará todas las investigaciones que se están realizando para esclarecer los hechos y detener a los culpables.",1180000
1127,2025-05-20,Noticias IMER (Sitio),El ataque contra dos colaboradores de Brugada: esto es lo que sabemos,"Tras el ataque de dos colaboradores de Brugada la Fiscalía y la SSC de la CDMX conducen investigaciones, asimismo, diversos funcionarios se pronunciaron al respecto, esto es lo que sabemos.",158520
1128,2025-05-20,Los Noticieristas SIN (sitio),¿Quiénes eran Ximena Guzmán y José Muñoz? Los funcionarios asesinados en Tlalpan,El asesinato de Ximena Guzmán Cuevas y José Muñoz Vega ha sacudido el ámbito político y social de la Ciudad de México.,4610
1129,2025-05-20,Energía Hoy (Sitio),Presentan Distintivo COGENERA 2026,El principal objetivo de COGENERA México se centra en generar mejores condiciones marco para la cogeneración en el país,74930
1130,2025-05-20,Publimetro (sitio),"¿Quién fue Ximena Guzmán, la secretaria particular de Clara Brugada asesinada en CDMX?","Inició su carrera en el servicio público entre 2008 y 2010 en la entonces delegación Iztapalapa, donde fue coordinadora de Desarrollo Educativo",454059
